fighter_f_name,fighter_l_name,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_SLpM,fighter_Str. Acc.,fighter_SApM,fighter_Str. Def,fighter_TD Avg.,fighter_TD Acc.,fighter_TD Def.,fighter_Sub. Avg.,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url
Diego,Lopes,NULL,180.34,145,182.88,Orthodox,1994-12-30,4.20,53%,4.11,50%,0.50,40%,52%,2.8,26,6,0,NULL,http://ufcstats.com/fighter-details/f166e93d04a8c274
Bruno,Lopes,Brunao,187.96,205,187.96,Orthodox,1993-04-24,3.69,41%,4.07,63%,0.00,0%,100%,0.0,13,1,0,NULL,http://ufcstats.com/fighter-details/0abcf6bc47191219
Arthur,Lopes,Demolidor,187.96,234,195.58,Southpaw,1993-02-17,9.74,41%,14.87,45%,0.00,0%,0%,0.0,6,2,0,NULL,http://ufcstats.com/fighter-details/2aa481e98185e261
Ivan,Lopez,NULL,167.64000000000001,135,NULL,Southpaw,NULL,0.90,26%,2.24,65%,0.00,0%,30%,0.0,14,3,1,NULL,http://ufcstats.com/fighter-details/0db9d2486d564a3c
Steve,Lopez,NULL,180.34,155,NULL,Orthodox,1984-07-30,1.39,24%,2.69,62%,0.00,0%,37%,0.0,13,6,1,NULL,http://ufcstats.com/fighter-details/6085ceb59087514b
Federico,Lopez,Kiko,162.56,139,NULL,Orthodox,NULL,1.78,23%,5.35,30%,0.00,0%,0%,0.0,10,6,0,NULL,http://ufcstats.com/fighter-details/9681e0ce67dc978b
Jorge,Lopez,NULL,177.8,170,NULL,Orthodox,1988-11-21,2.47,59%,2.57,50%,3.50,41%,81%,0.0,11,5,0,NULL,http://ufcstats.com/fighter-details/ee624ee2a18f2a43
Christopher,Lopez,NULL,177.8,170,NULL,,1986-01-30,0.00,0%,0.00,0%,0.00,0%,0%,0.0,9,1,0,1,http://ufcstats.com/fighter-details/5148a665aa527865
Matthew,Lopez,NULL,170.18,135,175.26,Southpaw,1987-01-21,3.13,50%,3.73,55%,3.32,60%,71%,1.3,10,4,0,NULL,http://ufcstats.com/fighter-details/2fc7e9701642ca38
Benito,Lopez,Golden Boy,177.8,135,185.42,Switch,1994-04-06,4.39,45%,5.18,56%,0.00,0%,73%,0.3,10,2,0,NULL,http://ufcstats.com/fighter-details/773f7feacf96153e
Gustavo,Lopez,NULL,165.1,135,170.18,Orthodox,1989-06-27,2.48,40%,3.87,57%,1.74,41%,31%,0.7,12,6,1,NULL,http://ufcstats.com/fighter-details/93b62c5f2ba18e51
Brendan,Loughnane,NULL,177.8,145,177.8,Switch,1989-12-05,6.23,63%,6.70,53%,1.50,30%,92%,0.0,17,3,0,NULL,http://ufcstats.com/fighter-details/b788862dd1c11eac
Nate,Loughran,NULL,187.96,185,NULL,Orthodox,1980-07-28,1.81,40%,4.11,59%,0.00,0%,0%,2.1,11,2,0,NULL,http://ufcstats.com/fighter-details/cbf94e4c4af4ff6d
Caolan,Loughran,The Don,167.64000000000001,135,172.72,Orthodox,1996-05-18,5.64,43%,5.62,54%,2.00,26%,100%,0.0,9,2,0,NULL,http://ufcstats.com/fighter-details/42ac4020cba261ad
Rashard,Lovelace,NULL,NULL,155,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,4,1,0,NULL,http://ufcstats.com/fighter-details/e601d71cf8e5be22
Ian,Loveland,The Barn Owl,172.72,145,NULL,Orthodox,1983-09-07,2.71,40%,2.36,64%,1.00,37%,69%,0.3,18,10,0,NULL,http://ufcstats.com/fighter-details/eea0274e153256a0
Jakob,Lovstad,The Striking Viking,190.5,205,NULL,Orthodox,NULL,0.00,0%,9.43,35%,0.00,0%,0%,0.0,11,4,0,NULL,http://ufcstats.com/fighter-details/ad044be25c94dcfd
Waylon,Lowe,NULL,170.18,145,NULL,Southpaw,1980-10-31,1.88,55%,2.40,53%,4.47,55%,83%,0.3,16,7,0,2,http://ufcstats.com/fighter-details/28f62d866c59c709
Brandon,Lowe,NULL,NULL,155,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,1,0,NULL,http://ufcstats.com/fighter-details/78ac94d54aa7f378
Joe,Lowry,NULL,180.34,155,185.42,Orthodox,1989-12-12,3.97,34%,4.25,63%,0.00,0%,0%,0.0,9,2,0,NULL,http://ufcstats.com/fighter-details/86248c84834238e7
Lu,Kai,The Last Gladiator,175.26,145,175.26,Orthodox,1994-03-01,3.76,43%,5.51,55%,2.62,50%,100%,2.6,8,5,0,1,http://ufcstats.com/fighter-details/a2d23e684b3db732
Lu,Zhengyong,NULL,NULL,125,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,12,7,0,NULL,http://ufcstats.com/fighter-details/dc1bfd47c3b21ad3
Robert,Lucarelli,NULL,187.96,245,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,0,1,0,NULL,http://ufcstats.com/fighter-details/96087e90d900f0ef
Matt,Lucas,Luke Duke,185.42,205,NULL,,NULL,1.27,48%,3.93,40%,1.00,10%,0%,0.0,15,3,0,NULL,http://ufcstats.com/fighter-details/668222c99c5c311d
Cleber,Luciano,NULL,167.64000000000001,155,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,14,6,0,NULL,http://ufcstats.com/fighter-details/9bdebbf2735d14c2
Stephanie,Luciano,Rondinha,167.64000000000001,115,165.1,Orthodox,1999-12-16,5.30,48%,2.53,68%,0.50,100%,85%,0.0,6,1,1,NULL,http://ufcstats.com/fighter-details/1b35af4d1529adf6
Iasmin,Lucindo,NULL,160.02,115,167.64,Orthodox,2002-01-08,3.52,45%,2.91,66%,2.40,57%,66%,0.2,17,5,0,NULL,http://ufcstats.com/fighter-details/abcf2cc6efc42031
Duane,Ludwig,Bang,177.8,170,177.8,Orthodox,1978-08-04,4.62,44%,3.05,57%,0.43,25%,59%,0.1,21,14,0,NULL,http://ufcstats.com/fighter-details/84ac950d4c1722dd
Mike,Lullo,NULL,172.72,145,NULL,Orthodox,1979-07-24,2.48,36%,4.84,40%,1.18,11%,0%,0.6,8,3,0,NULL,http://ufcstats.com/fighter-details/e26882820f9e8df5
Paula,Luna,La Prodigia,157.48000000000002,125,157.48,Orthodox,1999-07-05,0.65,50%,6.20,17%,0.00,0%,0%,0.0,5,3,0,NULL,http://ufcstats.com/fighter-details/5b1effb0db45273a
Dalcha,Lungiambula,Champion,172.72,185,193.04,Orthodox,1987-07-31,3.07,45%,3.93,52%,2.14,45%,77%,0.0,11,6,0,NULL,http://ufcstats.com/fighter-details/ce632027bf2a871b
Alexandru,Lungu,NULL,182.88,385,NULL,Orthodox,1974-09-03,3.61,66%,7.22,40%,0.00,0%,0%,0.0,14,4,0,NULL,http://ufcstats.com/fighter-details/4887e5bc4dbb73ff
Vicente,Luque,The Silent Assassin,180.34,170,190.5,Orthodox,1991-11-27,5.07,52%,5.21,52%,1.00,53%,62%,0.6,22,10,1,NULL,http://ufcstats.com/fighter-details/6d4b63c767106d3a
Thaddeus,Luster,NULL,190.5,210,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,0,1,0,NULL,http://ufcstats.com/fighter-details/505934897b8b4824
Travis,Lutter,The Serial Killer,180.34,185,190.5,Orthodox,1973-05-12,0.41,32%,2.42,42%,1.95,24%,30%,0.7,10,6,0,NULL,http://ufcstats.com/fighter-details/622f015c81a9b13a
Joilton,Lutterbach,Peregrino,185.42,185,190.5,Orthodox,1992-11-05,0.00,0%,0.00,0%,0.00,0%,0%,0.0,38,9,0,1,http://ufcstats.com/fighter-details/12630a4aa0894da8
Tucker,Lutz,Top Gun,172.72,145,182.88,Orthodox,1994-07-12,3.74,46%,3.25,44%,1.99,44%,69%,0.2,12,4,0,NULL,http://ufcstats.com/fighter-details/7832f2f62f04178f
Lv,Zhenhong,NULL,172.72,145,170.18,Switch,1993-06-25,0.00,0%,0.00,0%,0.00,0%,0%,0.0,16,6,0,NULL,http://ufcstats.com/fighter-details/5a4913108a3b9190
Stevie,Lynch,NULL,177.8,170,NULL,Orthodox,NULL,2.47,25%,7.06,41%,0.00,0%,0%,0.0,5,2,0,NULL,http://ufcstats.com/fighter-details/710d93f1508f7104
Adam,Lynn,NULL,177.8,155,NULL,Orthodox,NULL,1.47,63%,6.95,10%,0.00,0%,50%,0.0,17,10,0,1,http://ufcstats.com/fighter-details/edfe95e3c33a4bf8
Chris,Lytle,Lights Out,180.34,170,172.72,Orthodox,1974-08-18,3.76,45%,3.03,58%,0.70,55%,55%,2.4,31,18,5,NULL,http://ufcstats.com/fighter-details/91acd6910b802a9e
Dong,Hyun Ma,Maestro,180.34,155,177.8,Orthodox,1988-09-09,2.84,41%,4.10,54%,1.27,53%,33%,0.0,16,11,3,NULL,http://ufcstats.com/fighter-details/98a6b2361045898f
Pawan,Maan,NULL,170.18,155,177.8,Orthodox,1986-04-06,0.89,44%,2.98,43%,0.00,0%,0%,0.0,7,3,1,NULL,http://ufcstats.com/fighter-details/450bacdacd706bcd
William,Macario,Patolino,180.34,170,190.5,Orthodox,1991-07-01,4.92,54%,3.96,65%,1.85,45%,78%,0.0,9,3,0,NULL,http://ufcstats.com/fighter-details/ed74afc8b5b47a61
Jason,MacDonald,The Athlete,190.5,185,203.2,Orthodox,1975-06-03,1.55,52%,2.70,46%,1.43,16%,35%,2.0,25,16,0,NULL,http://ufcstats.com/fighter-details/2be6596a9db33bf5
Rob,MacDonald,Maximus,190.5,205,198.12,Orthodox,1978-09-05,1.80,50%,2.04,46%,7.19,80%,80%,5.4,5,4,0,NULL,http://ufcstats.com/fighter-details/f3388d2cf7ab3f64
Rory,MacDonald,Red King,182.88,170,193.04,Orthodox,1989-07-22,3.75,42%,2.80,62%,1.77,47%,88%,0.4,19,4,0,NULL,http://ufcstats.com/fighter-details/cbd5d3cdd862e90e
Ryan,MacDonald,Main Event,180.34,135,180.34,Switch,1993-03-18,2.28,29%,6.49,45%,0.00,0%,0%,0.0,10,2,0,NULL,http://ufcstats.com/fighter-details/35e1f9984ed64206
Clayton,MacFarlane,NULL,NULL,170,NULL,,NULL,1.33,52%,1.82,55%,1.05,33%,37%,0.0,4,1,0,NULL,http://ufcstats.com/fighter-details/39831e62d12e7ad1
Ilima,Macfarlane,NULL,162.56,125,NULL,,NULL,4.13,43%,2.93,65%,0.00,0%,50%,1.0,6,0,0,NULL,http://ufcstats.com/fighter-details/8cf90e41646491fd
Valesca,Machado,Tina Black,162.56,115,160.02,Orthodox,1996-05-06,2.40,32%,2.87,64%,0.00,0%,76%,0.0,8,3,0,1,http://ufcstats.com/fighter-details/a1a91dbf41a029c4
Caio,Machado,Bigfoot,193.04,250,198.12,Southpaw,1994-07-20,5.82,53%,2.87,63%,0.00,0%,82%,0.0,8,4,1,NULL,http://ufcstats.com/fighter-details/89839250eb25c9c1
Ian,Machado Garry,The Future,190.5,170,187.96,Orthodox,1997-11-17,5.50,55%,3.17,52%,0.77,55%,69%,0.3,15,0,0,NULL,http://ufcstats.com/fighter-details/442c9011034ae1fd
Lyoto,Machida,The Dragon,185.42,185,187.96,Southpaw,1978-05-30,2.59,53%,1.57,61%,1.21,65%,75%,0.4,24,8,0,NULL,http://ufcstats.com/fighter-details/f7a7f7118d4b01b6
War,Machine,NULL,180.34,170,NULL,Orthodox,1981-11-30,2.32,60%,3.17,43%,1.16,50%,40%,0.0,14,5,0,NULL,http://ufcstats.com/fighter-details/cd7bafbeee1f29a0
Anthony,Macias,Mad Dog,175.26,185,NULL,Switch,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,26,18,0,NULL,http://ufcstats.com/fighter-details/dedc3bb440d09554
Pauline,Macias,PITA,162.56,115,162.56,Southpaw,1988-06-27,0.80,29%,4.60,42%,2.00,18%,0%,0.0,4,1,0,NULL,http://ufcstats.com/fighter-details/e88b83dea18f5d31
Reza,Madadi,Mad Dog,180.34,155,185.42,Orthodox,1978-06-20,2.51,46%,3.31,66%,3.17,33%,89%,0.5,14,6,0,NULL,http://ufcstats.com/fighter-details/e25bcbcdaf6537a1
Don,Madge,Magic Man,182.88,155,182.88,Southpaw,1990-11-12,2.08,52%,0.74,67%,2.22,25%,80%,0.7,9,3,1,NULL,http://ufcstats.com/fighter-details/68c7ad953455c73f
Ryan,Madigan,NULL,182.88,170,NULL,Orthodox,NULL,0.00,0%,3.35,47%,0.00,0%,0%,0.0,5,3,0,NULL,http://ufcstats.com/fighter-details/a8d521d913df4e31
Victor,Madrigal,Periquito,170.18,135,180.34,Orthodox,1990-08-16,2.31,38%,9.56,50%,0.00,0%,0%,0.0,15,5,0,NULL,http://ufcstats.com/fighter-details/cc63a5f0089d8ba9
Jon,Madsen,NULL,182.88,240,182.88,Orthodox,1980-02-12,2.46,41%,1.18,81%,1.32,71%,70%,0.0,8,2,0,NULL,http://ufcstats.com/fighter-details/7691a80e6ca3e55b
Mark,Madsen,The Olympian,172.72,155,182.88,Orthodox,1984-09-23,3.56,49%,3.97,52%,2.86,66%,62%,0.0,12,2,0,NULL,http://ufcstats.com/fighter-details/da0995f19b749cfa
Yoshiro,Maeda,NULL,170.18,139,172.72,Southpaw,1981-10-31,2.36,33%,2.55,63%,2.93,51%,50%,0.7,35,16,5,NULL,http://ufcstats.com/fighter-details/a4bf17bd3ba3423b
Leonardo,Mafra,Macarrao,177.8,155,177.8,Orthodox,1989-04-25,4.55,48%,4.38,43%,2.12,83%,69%,0.4,13,4,0,NULL,http://ufcstats.com/fighter-details/8bbc0cfc01bc1ba1
Vinny,Magalhaes,Pezao,190.5,205,190.5,Orthodox,1984-07-02,2.14,24%,3.97,68%,1.55,44%,66%,0.8,14,9,0,1,http://ufcstats.com/fighter-details/88a9bc81271ccd89
Vinicius,Magalhaes,Draculinho,NULL,145,NULL,,1971-07-30,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,1,0,NULL,http://ufcstats.com/fighter-details/1b583c64c23f0c7f
Caio,Magalhaes,Hellboy,185.42,185,185.42,Orthodox,1987-12-14,2.27,40%,2.78,56%,1.05,15%,58%,1.6,10,3,0,NULL,http://ufcstats.com/fighter-details/0c5c66ddd1886b83
Bernardo,Magalhaes,Trekko,175.26,155,NULL,Orthodox,1981-04-08,1.80,27%,3.37,68%,0.00,0%,0%,0.5,13,4,0,NULL,http://ufcstats.com/fighter-details/7a613f78dd7ee8f8
Eric,Magana,NULL,NULL,NULL,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,1,0,NULL,http://ufcstats.com/fighter-details/8db1b36dde268ef6
Brandon,Magana,NULL,NULL,170,NULL,Orthodox,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,2,0,NULL,http://ufcstats.com/fighter-details/2015c944226ad2df
Angela,Magana,Your Majesty,154.94,115,165.1,Orthodox,1983-08-02,1.53,28%,4.92,42%,0.40,25%,28%,0.4,11,9,0,NULL,http://ufcstats.com/fighter-details/bd878a638e0e3be3
Neil,Magny,The Haitian Sensation,190.5,170,203.2,Orthodox,1987-08-03,3.43,46%,2.48,51%,2.12,38%,53%,0.2,29,14,0,NULL,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5
Raimond,Magomedaliev,NULL,185.42,170,190.5,Orthodox,1990-06-10,4.07,41%,4.75,41%,0.00,0%,0%,0.0,10,2,0,NULL,http://ufcstats.com/fighter-details/d16373b3568678d4
Ibragim,Magomedov,NULL,182.88,250,NULL,Orthodox,NULL,0.26,4%,3.86,42%,0.00,0%,0%,0.0,22,8,1,NULL,http://ufcstats.com/fighter-details/e7e970d508529bf3
Rashid,Magomedov,Highlander,175.26,155,177.8,Orthodox,1984-11-29,4.40,49%,3.05,54%,0.67,57%,89%,0.2,20,2,0,NULL,http://ufcstats.com/fighter-details/7ea1f74cef32f906
Ruslan,Magomedov,Leopard,190.5,242,198.12,Orthodox,1986-11-26,4.02,47%,1.47,66%,0.33,100%,88%,0.0,14,1,0,NULL,http://ufcstats.com/fighter-details/369e1ce458ef50a6
Abus,Magomedov,NULL,187.96,185,198.12,Orthodox,1990-09-02,2.65,44%,3.35,55%,3.12,64%,100%,0.3,27,6,1,NULL,http://ufcstats.com/fighter-details/36b8f265bcd1b7a4
Shara,Magomedov,Bullet,187.96,185,185.42,Orthodox,1994-05-16,6.82,65%,4.49,42%,0.00,0%,71%,0.0,15,0,0,NULL,http://ufcstats.com/fighter-details/06734ca9d88dec3a
Zabit,Magomedsharipov,NULL,185.42,145,185.42,Orthodox,1991-03-01,4.89,48%,3.00,64%,5.22,56%,77%,0.8,18,1,0,NULL,http://ufcstats.com/fighter-details/87aa9fb63d6b51a1
John,Maguire,The One,175.26,155,175.26,Southpaw,1983-05-19,1.41,41%,2.44,65%,2.80,46%,77%,1.1,24,9,0,NULL,http://ufcstats.com/fighter-details/1a7745388839e52b
Lolohea,Mahe,NULL,NULL,NULL,NULL,,NULL,1.71,29%,6.92,40%,2.44,40%,0%,0.0,10,4,1,NULL,http://ufcstats.com/fighter-details/fb0b6593cec84356
Michelle,Maher,NULL,NULL,145,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,2,0,NULL,http://ufcstats.com/fighter-details/118463dd8db16e7f
Maheshate,NULL,NULL,182.88,155,180.34,Orthodox,1999-12-01,3.90,28%,5.76,53%,0.00,0%,45%,0.0,10,3,0,NULL,http://ufcstats.com/fighter-details/8c1ca54b5089d199
Bill,Mahood,The Butcher,190.5,200,NULL,Orthodox,1967-02-01,1.54,85%,3.59,17%,0.00,0%,0%,3.9,20,7,1,1,http://ufcstats.com/fighter-details/ae58685caf8e4a0d
Klayton,Mai,NULL,175.26,125,NULL,,1986-11-30,1.53,42%,1.02,63%,3.83,100%,0%,7.7,8,3,0,NULL,http://ufcstats.com/fighter-details/7a9c1bb08a743d7f
Demian,Maia,NULL,185.42,170,182.88,Southpaw,1977-11-06,1.80,43%,2.07,63%,2.49,24%,61%,1.0,28,11,0,NULL,http://ufcstats.com/fighter-details/427b5953ac8e3a27
Jennifer,Maia,NULL,162.56,125,162.56,Orthodox,1988-10-06,4.35,38%,4.52,55%,0.42,27%,58%,0.1,21,10,1,NULL,http://ufcstats.com/fighter-details/8e1f36476ef02a6a
Nayara,Maia,Capita,165.1,125,167.64,Orthodox,1990-07-25,0.60,36%,3.33,43%,1.00,33%,0%,1.0,7,1,1,NULL,http://ufcstats.com/fighter-details/03b1b79b34eaf217
Roshan,Mainam,The Indian Notorious,NULL,135,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,3,0,NULL,http://ufcstats.com/fighter-details/b301292b1bc92bdb
Levan,Makashvili,The Hornet,172.72,145,172.72,Orthodox,1989-01-07,2.87,54%,2.07,61%,3.67,42%,85%,0.0,15,2,1,NULL,http://ufcstats.com/fighter-details/938ad489fb7a1f31
John,Makdessi,The Bull,172.72,155,172.72,Orthodox,1985-05-03,5.52,49%,4.15,68%,0.00,0%,86%,0.0,18,9,0,NULL,http://ufcstats.com/fighter-details/c21a036b4e012f1c
Islam,Makhachev,NULL,177.8,155,177.8,Southpaw,1991-10-27,2.65,59%,1.54,61%,3.19,53%,90%,1.1,26,1,0,NULL,http://ufcstats.com/fighter-details/275aca31f61ba28c
Aliev,Makhmud,NULL,167.64000000000001,195,NULL,Southpaw,1970-02-13,1.12,30%,2.24,36%,2.10,50%,0%,0.0,0,1,0,NULL,http://ufcstats.com/fighter-details/3d481aa374c954a1
Zach,Makovsky,Fun Size,162.56,125,162.56,Southpaw,1983-04-19,1.94,43%,2.24,62%,3.71,30%,56%,0.3,20,8,0,NULL,http://ufcstats.com/fighter-details/57ab4d7c0bc09a30
Azat,Maksum,Qazaq,170.18,125,177.8,Southpaw,1995-02-02,2.80,23%,5.23,55%,2.00,22%,66%,0.5,17,1,0,NULL,http://ufcstats.com/fighter-details/7f1bf0c255ec8756
Jeremy,Malaterre,NULL,180.34,155,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,4,2,0,NULL,http://ufcstats.com/fighter-details/110404b505fb562c
Fabio,Maldonado,Caipira de Aco,185.42,205,190.5,Orthodox,1980-03-17,5.29,58%,4.31,53%,0.44,57%,61%,0.6,23,11,0,NULL,http://ufcstats.com/fighter-details/1fb80f46d3c105d9
Marvin,Maldonado,The Bulldog,167.64000000000001,135,NULL,,NULL,0.87,56%,3.47,43%,0.00,0%,20%,0.0,2,4,0,1,http://ufcstats.com/fighter-details/e5ce754b01f922be
Bea,Malecki,NULL,175.26,135,187.96,Orthodox,1991-08-23,6.84,46%,6.96,62%,0.00,0%,78%,1.1,4,1,0,NULL,http://ufcstats.com/fighter-details/b60c980f79b87ce8
Nazareno,Malegarie,El Tigre,172.72,155,NULL,,1986-05-16,3.87,34%,3.27,69%,1.00,33%,0%,0.0,28,4,0,NULL,http://ufcstats.com/fighter-details/d38e8c6ae2dfc051
Carl,Malenko,NULL,180.34,200,NULL,Orthodox,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,6,4,0,NULL,http://ufcstats.com/fighter-details/a314687f372b2cec
Jacob,Malkoun,Mamba,175.26,185,185.42,Orthodox,1995-08-26,3.86,56%,2.48,52%,6.62,42%,20%,0.4,8,3,0,NULL,http://ufcstats.com/fighter-details/d4270315cbcf2569
Mike,Malott,Proper,185.42,170,185.42,Orthodox,1991-11-07,3.85,46%,3.06,53%,2.27,56%,16%,0.8,11,2,1,NULL,http://ufcstats.com/fighter-details/dd6103dd7127db1d
Dan,Manasoiu,NULL,NULL,NULL,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,0,0,0,NULL,http://ufcstats.com/fighter-details/eefc73b53d4a05d7
Troy,Mandaloniz,Rude Boy,175.26,170,NULL,Orthodox,1980-02-01,3.52,56%,4.71,63%,3.10,66%,57%,0.0,3,2,0,NULL,http://ufcstats.com/fighter-details/725a834930c2b5bf
Nate,Maness,Mayhem,177.8,125,182.88,Orthodox,1991-06-27,3.14,50%,3.88,42%,0.68,75%,80%,0.7,16,3,0,NULL,http://ufcstats.com/fighter-details/6e9f40c706f91f32
Michael,Mangan,NULL,NULL,155,NULL,,NULL,1.94,33%,4.52,46%,19.35,50%,100%,0.0,0,3,0,NULL,http://ufcstats.com/fighter-details/9297ce6eee046f7a
Gary,Mangat,NULL,170.18,135,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,15,3,0,NULL,http://ufcstats.com/fighter-details/1c0ffc63d8ec8f45
Melvin,Manhoef,No Mercy,175.26,185,NULL,Orthodox,1976-05-11,3.52,48%,2.64,51%,0.33,25%,78%,0.0,30,14,1,2,http://ufcstats.com/fighter-details/e5767ed355a937c2
Melchor,Manibusan,Barracuda,165.1,154,NULL,Southpaw,1976-12-27,1.58,54%,5.79,15%,0.00,0%,0%,0.0,2,4,0,NULL,http://ufcstats.com/fighter-details/b6c6d1731ff00eeb
Jon,Manley,NULL,185.42,170,NULL,Orthodox,1986-07-07,1.13,20%,4.33,45%,1.00,7%,20%,0.0,9,4,0,NULL,http://ufcstats.com/fighter-details/a0602dd050bebefc
Steve,Mann,NULL,185.42,170,NULL,,NULL,3.18,70%,0.66,57%,1.64,100%,60%,0.0,12,5,0,NULL,http://ufcstats.com/fighter-details/0eef1bf99afd4ff2
Marnic,Mann,The Sawed-Off Savage,152.4,115,162.56,Southpaw,1993-03-05,1.47,41%,5.08,31%,1.90,33%,25%,0.4,6,3,0,NULL,http://ufcstats.com/fighter-details/b6203e0492a9336c
Dylan,Mantello,The Quiet Man,185.42,155,185.42,Orthodox,1992-11-19,4.69,62%,4.76,55%,0.00,0%,76%,0.0,8,4,0,NULL,http://ufcstats.com/fighter-details/e192ebb85b68fa9e
Chris,Manuel,NULL,175.26,135,NULL,Orthodox,1987-07-21,2.53,40%,2.67,66%,1.00,20%,100%,0.0,9,7,2,NULL,http://ufcstats.com/fighter-details/a23e63184c65f5b8
Jimi,Manuwa,Poster Boy,185.42,205,200.66,Orthodox,1980-02-18,3.43,54%,3.97,49%,0.53,18%,70%,0.4,17,6,0,NULL,http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e
Cristiano,Marcello,NULL,175.26,155,182.88,Orthodox,1977-12-03,2.56,33%,3.61,58%,0.44,11%,20%,0.9,13,6,0,NULL,http://ufcstats.com/fighter-details/ff4c3ab594c7fac3
Daniel,Marcos,Soncora,170.18,135,175.26,Orthodox,1993-03-07,5.94,52%,4.00,63%,0.25,50%,87%,0.0,16,0,0,1,http://ufcstats.com/fighter-details/850266b3dc4e506e
Jose,Maria,No Chance,165.1,125,NULL,Orthodox,1982-01-04,3.20,53%,3.98,52%,2.32,27%,33%,2.3,37,7,0,2,http://ufcstats.com/fighter-details/b35ba64b6a2bbcb3
Marcos,Mariano,Dhalsim,185.42,155,193.04,Switch,1986-10-12,0.25,27%,2.11,43%,0.00,0%,28%,0.0,6,6,0,NULL,http://ufcstats.com/fighter-details/72e5e5a6edfa8223
Enrique,Marin,Wasabi,177.8,170,NULL,,1986-09-02,1.43,33%,3.00,50%,2.50,38%,60%,1.0,10,4,0,NULL,http://ufcstats.com/fighter-details/23a6e307077c6ccc
Chepe,Mariscal,Machine Gun,170.18,145,175.26,Orthodox,1992-10-27,4.75,57%,3.24,50%,3.09,39%,72%,0.3,17,6,0,1,http://ufcstats.com/fighter-details/e0c6edcb5b5d0b90
Ronny,Markes,NULL,185.42,185,190.5,Orthodox,1988-04-21,2.17,53%,2.43,45%,3.13,40%,100%,0.5,17,5,0,NULL,http://ufcstats.com/fighter-details/bd21a1e3d41c97ee
Rory,Markham,NULL,182.88,170,180.34,Orthodox,1982-03-25,1.98,21%,10.27,45%,0.00,0%,0%,0.0,17,6,0,NULL,http://ufcstats.com/fighter-details/23a16ebe733e3041
Randa,Markos,Quiet Storm,162.56,115,160.02,Orthodox,1985-08-10,2.97,43%,3.10,58%,1.12,28%,52%,0.2,11,12,1,NULL,http://ufcstats.com/fighter-details/4a57ebb14315b251
Christina,Marks,NULL,170.18,125,175.26,Orthodox,1985-11-08,5.00,58%,3.00,64%,7.50,100%,0%,0.0,8,9,0,NULL,http://ufcstats.com/fighter-details/c7be22a47a58365a
Brendon,Marotte,The Kid,175.26,145,177.8,Orthodox,1996-01-12,0.41,50%,5.70,28%,0.00,0%,0%,0.0,8,3,0,NULL,http://ufcstats.com/fighter-details/d7fe8c6b7d2872e5
Nate,Marquardt,The Great,182.88,185,187.96,Orthodox,1979-04-20,2.71,49%,2.32,55%,1.87,51%,70%,0.8,35,19,2,NULL,http://ufcstats.com/fighter-details/a8e6a69796280f17
Danilo,Marques,NULL,198.12,205,195.58,Orthodox,1985-12-26,1.44,79%,2.52,52%,3.93,28%,0%,0.8,11,4,0,NULL,http://ufcstats.com/fighter-details/687c15b2eddfaa63
Julian,Marquez,The Cuban Missile Crisis,187.96,185,182.88,Orthodox,1990-05-08,4.85,45%,5.06,50%,0.00,0%,53%,2.6,9,5,0,NULL,http://ufcstats.com/fighter-details/d0e1b42d41dab603
Carmelo,Marrero,The Fury,182.88,205,185.42,Orthodox,1981-01-26,0.84,34%,2.04,54%,3.21,36%,36%,0.9,16,6,0,1,http://ufcstats.com/fighter-details/aa03a3ca00ac6827
Cesar,Marscucci,NULL,NULL,NULL,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,2,0,NULL,http://ufcstats.com/fighter-details/e8efeb9cf33b1941
John,Marsh,NULL,182.88,265,NULL,Orthodox,1970-09-15,0.83,42%,2.23,40%,0.43,100%,54%,0.4,8,7,0,NULL,http://ufcstats.com/fighter-details/b6b12014698cc345
